Timestamp,Glucose Level (mmol/L)
2023-01-01 08:01:12,7.1
2023-01-01 08:01:13,5.9
2023-01-01 08:01:14,7.6
2023-01-01 08:01:15,4.8
2023-01-01 08:01:16,4.6
2023-01-01 08:01:17,5.1
2023-01-01 08:01:18,6.3
2023-01-01 08:01:19,6.4
2023-01-01 08:01:20,4.4
2023-01-01 08:01:21,4.2
2023-01-01 08:01:22,4.8
2023-01-01 08:01:23,6.7
2023-01-01 08:01:24,5.6
2023-01-01 08:01:25,7.7
2023-01-01 08:01:26,8.0
2023-01-01 08:01:27,6.3
2023-01-01 08:01:28,5.2
2023-01-01 08:01:29,7.7
2023-01-01 08:01:30,7.0
2023-01-01 08:01:31,6.5
2023-01-01 08:01:32,5.0
2023-01-01 08:01:33,4.7
2023-01-01 08:01:34,5.5
2023-01-01 08:01:35,7.1
2023-01-01 08:01:36,6.8
2023-01-01 08:01:37,6.0
2023-01-01 08:01:38,6.9
2023-01-01 08:01:39,7.3
2023-01-01 08:01:40,4.2
2023-01-01 08:01:41,5.0
2023-01-01 08:01:42,7.7
2023-01-01 08:01:43,7.6
2023-01-01 08:01:44,5.9
2023-01-01 08:01:45,4.5
2023-01-01 08:01:46,6.6
2023-01-01 08:01:47,7.2
2023-01-01 08:01:48,6.7
2023-01-01 08:01:49,8.0
2023-01-01 08:01:50,4.9
2023-01-01 08:01:51,8.0
2023-01-01 08:01:52,7.5
2023-01-01 08:01:53,6.3
2023-01-01 08:01:54,6.6
2023-01-01 08:01:55,5.7
2023-01-01 08:01:56,7.5
2023-01-01 08:01:57,4.7
2023-01-01 08:01:58,5.9
2023-01-01 08:01:59,7.7
2023-01-01 08:02:00,6.1
2023-01-01 08:02:01,5.7
2023-01-01 08:02:02,4.4
2023-01-01 08:02:03,7.4
2023-01-01 08:02:04,5.1
2023-01-01 08:02:05,6.8
2023-01-01 08:02:06,6.4
2023-01-01 08:02:07,5.1
2023-01-01 08:02:08,5.3
2023-01-01 08:02:09,4.5
2023-01-01 08:02:10,6.7
2023-01-01 08:02:11,4.1
2023-01-01 08:02:12,7.1
2023-01-01 08:02:13,6.6
2023-01-01 08:02:14,4.7
2023-01-01 08:02:15,6.8
2023-01-01 08:02:16,5.4
2023-01-01 08:02:17,6.6
2023-01-01 08:02:18,5.7
2023-01-01 08:02:19,6.7
2023-01-01 08:02:20,5.5
2023-01-01 08:02:21,4.9
2023-01-01 08:02:22,5.0
2023-01-01 08:02:23,5.2
2023-01-01 08:02:24,5.1
2023-01-01 08:02:25,5.3
2023-01-01 08:02:26,7.4
2023-01-01 08:02:27,6.5
2023-01-01 08:02:28,7.2
2023-01-01 08:02:29,5.1
2023-01-01 08:02:30,6.8
2023-01-01 08:02:31,5.6
2023-01-01 08:02:32,4.7
2023-01-01 08:02:33,4.5
2023-01-01 08:02:34,6.5
2023-01-01 08:02:35,4.9
2023-01-01 08:02:36,5.8
2023-01-01 08:02:37,4.4
2023-01-01 08:02:38,7.3
2023-01-01 08:02:39,6.9
2023-01-01 08:02:40,7.2
2023-01-01 08:02:41,4.1
2023-01-01 08:02:42,6.4
2023-01-01 08:02:43,5.8
2023-01-01 08:02:44,6.5
2023-01-01 08:02:45,4.1
2023-01-01 08:02:46,8.0
2023-01-01 08:02:47,5.7
2023-01-01 08:02:48,5.8
2023-01-01 08:02:49,4.3
2023-01-01 08:02:50,6.6
2023-01-01 08:02:51,5.8
2023-01-01 08:02:52,8.0
2023-01-01 08:02:53,6.6
2023-01-01 08:02:54,4.3
2023-01-01 08:02:55,4.9
2023-01-01 08:02:56,4.3
2023-01-01 08:02:57,6.7
2023-01-01 08:02:58,5.5
2023-01-01 08:02:59,7.8
2023-01-01 08:03:00,5.3
2023-01-01 08:03:01,7.7
2023-01-01 08:03:02,4.8
2023-01-01 08:03:03,7.6
2023-01-01 08:03:04,6.0
2023-01-01 08:03:05,7.4
2023-01-01 08:03:06,5.7
2023-01-01 08:03:07,5.8
2023-01-01 08:03:08,5.3
2023-01-01 08:03:09,7.0
2023-01-01 08:03:10,5.4
2023-01-01 08:03:11,6.0
2023-01-01 08:03:12,5.9
2023-01-01 08:03:13,4.4
2023-01-01 08:03:14,5.3
2023-01-01 08:03:15,4.1
2023-01-01 08:03:16,6.7
2023-01-01 08:03:17,5.4
2023-01-01 08:03:18,6.4
2023-01-01 08:03:19,5.1
2023-01-01 08:03:20,6.4
2023-01-01 08:03:21,4.6
2023-01-01 08:03:22,6.4
2023-01-01 08:03:23,6.9
2023-01-01 08:03:24,5.1
2023-01-01 08:03:25,7.4
2023-01-01 08:03:26,7.1
2023-01-01 08:03:27,7.8
2023-01-01 08:03:28,6.2
2023-01-01 08:03:29,7.4
2023-01-01 08:03:30,5.1
2023-01-01 08:03:31,7.7
2023-01-01 08:03:32,5.4
2023-01-01 08:03:33,4.3
2023-01-01 08:03:34,5.2
2023-01-01 08:03:35,6.5
2023-01-01 08:03:36,7.9
2023-01-01 08:03:37,6.1
2023-01-01 08:03:38,4.1
2023-01-01 08:03:39,7.7
2023-01-01 08:03:40,6.3
2023-01-01 08:03:41,4.6
2023-01-01 08:03:42,7.3
2023-01-01 08:03:43,7.1
2023-01-01 08:03:44,4.5
2023-01-01 08:03:45,5.1
2023-01-01 08:03:46,5.8
2023-01-01 08:03:47,6.3
2023-01-01 08:03:48,6.6
2023-01-01 08:03:49,6.3
2023-01-01 08:03:50,4.4
2023-01-01 08:03:51,6.0
2023-01-01 08:03:52,4.6
2023-01-01 08:03:53,6.8
2023-01-01 08:03:54,6.8
2023-01-01 08:03:55,7.5
2023-01-01 08:03:56,4.2
2023-01-01 08:03:57,7.0
2023-01-01 08:03:58,6.9
2023-01-01 08:03:59,7.3
2023-01-01 08:04:00,7.0
2023-01-01 08:04:01,7.5
2023-01-01 08:04:02,4.9
2023-01-01 08:04:03,6.2
2023-01-01 08:04:04,5.5
2023-01-01 08:04:05,4.9
2023-01-01 08:04:06,8.0
2023-01-01 08:04:07,7.3
2023-01-01 08:04:08,7.9
2023-01-01 08:04:09,6.4
2023-01-01 08:04:10,6.5
2023-01-01 08:04:11,6.7
2023-01-01 08:04:12,5.5
2023-01-01 08:04:13,7.4
2023-01-01 08:04:14,4.4
2023-01-01 08:04:15,4.9
2023-01-01 08:04:16,6.2
2023-01-01 08:04:17,5.5
2023-01-01 08:04:18,7.1
2023-01-01 08:04:19,5.7
2023-01-01 08:04:20,4.9
2023-01-01 08:04:21,7.6
2023-01-01 08:04:22,7.9
2023-01-01 08:04:23,6.3
2023-01-01 08:04:24,4.1
2023-01-01 08:04:25,5.3
2023-01-01 08:04:26,7.2
2023-01-01 08:04:27,6.7
2023-01-01 08:04:28,6.7
2023-01-01 08:04:29,4.2
2023-01-01 08:04:30,7.8
2023-01-01 08:04:31,4.1
2023-01-01 08:04:32,5.8
2023-01-01 08:04:33,5.4
2023-01-01 08:04:34,5.4
2023-01-01 08:04:35,5.0
2023-01-01 08:04:36,7.8
2023-01-01 08:04:37,6.0
2023-01-01 08:04:38,5.5
2023-01-01 08:04:39,7.2
2023-01-01 08:04:40,6.7
2023-01-01 08:04:41,5.2
2023-01-01 08:04:42,4.5
2023-01-01 08:04:43,6.2
2023-01-01 08:04:44,4.3
2023-01-01 08:04:45,5.1
2023-01-01 08:04:46,6.2
2023-01-01 08:04:47,6.8
2023-01-01 08:04:48,7.5
2023-01-01 08:04:49,5.0
2023-01-01 08:04:50,6.7
2023-01-01 08:04:51,5.8
2023-01-01 08:04:52,5.1
2023-01-01 08:04:53,7.6
2023-01-01 08:04:54,7.3
2023-01-01 08:04:55,7.8
2023-01-01 08:04:56,6.5
2023-01-01 08:04:57,6.9
2023-01-01 08:04:58,7.4
2023-01-01 08:04:59,7.9
2023-01-01 08:05:00,5.8
2023-01-01 08:05:01,6.5
2023-01-01 08:05:02,5.7
2023-01-01 08:05:03,4.3
2023-01-01 08:05:04,5.1
2023-01-01 08:05:05,6.7
2023-01-01 08:05:06,7.9
2023-01-01 08:05:07,5.1
2023-01-01 08:05:08,7.6
2023-01-01 08:05:09,6.9
2023-01-01 08:05:10,5.1
2023-01-01 08:05:11,6.3
2023-01-01 08:05:12,5.7
2023-01-01 08:05:13,5.0
2023-01-01 08:05:14,5.7
2023-01-01 08:05:15,4.6
2023-01-01 08:05:16,5.4
2023-01-01 08:05:17,7.3
2023-01-01 08:05:18,6.2
2023-01-01 08:05:19,5.5
2023-01-01 08:05:20,5.7
2023-01-01 08:05:21,4.6
2023-01-01 08:05:22,4.2
2023-01-01 08:05:23,7.9
2023-01-01 08:05:24,5.6
2023-01-01 08:05:25,4.6
2023-01-01 08:05:26,6.6
2023-01-01 08:05:27,4.5
2023-01-01 08:05:28,6.7
2023-01-01 08:05:29,6.8
2023-01-01 08:05:30,7.0
2023-01-01 08:05:31,6.4
2023-01-01 08:05:32,4.8
2023-01-01 08:05:33,4.4
2023-01-01 08:05:34,7.7
2023-01-01 08:05:35,7.8
2023-01-01 08:05:36,4.8
2023-01-01 08:05:37,6.5
2023-01-01 08:05:38,6.2
2023-01-01 08:05:39,6.9
2023-01-01 08:05:40,5.7
2023-01-01 08:05:41,4.7
2023-01-01 08:05:42,6.5
2023-01-01 08:05:43,6.9
2023-01-01 08:05:44,4.9
2023-01-01 08:05:45,5.8
2023-01-01 08:05:46,6.8
2023-01-01 08:05:47,6.3
2023-01-01 08:05:48,4.9
2023-01-01 08:05:49,4.1
2023-01-01 08:05:50,5.6
2023-01-01 08:05:51,6.2
2023-01-01 08:05:52,6.7
2023-01-01 08:05:53,6.8
2023-01-01 08:05:54,4.4
2023-01-01 08:05:55,4.0
2023-01-01 08:05:56,4.7
2023-01-01 08:05:57,4.1
2023-01-01 08:05:58,5.9
2023-01-01 08:05:59,7.5
2023-01-01 08:06:00,5.9
2023-01-01 08:06:01,4.8
2023-01-01 08:06:02,7.6
2023-01-01 08:06:03,4.3
2023-01-01 08:06:04,4.2
2023-01-01 08:06:05,4.0
2023-01-01 08:06:06,5.1
2023-01-01 08:06:07,6.5
2023-01-01 08:06:08,6.6
2023-01-01 08:06:09,7.8
2023-01-01 08:06:10,4.2
2023-01-01 08:06:11,4.1
2023-01-01 08:06:12,4.7
2023-01-01 08:06:13,4.8
2023-01-01 08:06:14,5.3
2023-01-01 08:06:15,4.8
2023-01-01 08:06:16,7.4
2023-01-01 08:06:17,4.1
2023-01-01 08:06:18,5.3
2023-01-01 08:06:19,5.8
2023-01-01 08:06:20,7.5
2023-01-01 08:06:21,4.1
2023-01-01 08:06:22,7.9
2023-01-01 08:06:23,6.3
2023-01-01 08:06:24,4.1
2023-01-01 08:06:25,7.6
2023-01-01 08:06:26,5.6
2023-01-01 08:06:27,6.1
2023-01-01 08:06:28,6.1
2023-01-01 08:06:29,5.5
2023-01-01 08:06:30,6.5
2023-01-01 08:06:31,5.3
2023-01-01 08:06:32,7.5
2023-01-01 08:06:33,7.4
2023-01-01 08:06:34,7.1
2023-01-01 08:06:35,5.8
2023-01-01 08:06:36,4.0
2023-01-01 08:06:37,7.0
2023-01-01 08:06:38,4.8
2023-01-01 08:06:39,4.2
2023-01-01 08:06:40,7.1
2023-01-01 08:06:41,5.5
2023-01-01 08:06:42,7.6
2023-01-01 08:06:43,6.4
2023-01-01 08:06:44,7.0
2023-01-01 08:06:45,6.8
2023-01-01 08:06:46,5.3
2023-01-01 08:06:47,6.8
2023-01-01 08:06:48,6.2
2023-01-01 08:06:49,7.3
2023-01-01 08:06:50,4.2
2023-01-01 08:06:51,6.0
2023-01-01 08:06:52,6.7
2023-01-01 08:06:53,4.8
2023-01-01 08:06:54,4.9
2023-01-01 08:06:55,4.3
2023-01-01 08:06:56,7.9
2023-01-01 08:06:57,7.4
2023-01-01 08:06:58,6.4
2023-01-01 08:06:59,4.5
2023-01-01 08:07:00,5.4
2023-01-01 08:07:01,4.6
2023-01-01 08:07:02,7.1
2023-01-01 08:07:03,7.9
2023-01-01 08:07:04,4.4
2023-01-01 08:07:05,6.8
2023-01-01 08:07:06,5.0
2023-01-01 08:07:07,7.9
2023-01-01 08:07:08,6.5
2023-01-01 08:07:09,4.8
2023-01-01 08:07:10,5.6
2023-01-01 08:07:11,5.5
2023-01-01 08:07:12,6.6
2023-01-01 08:07:13,7.1
2023-01-01 08:07:14,7.8
2023-01-01 08:07:15,7.3
2023-01-01 08:07:16,7.2
2023-01-01 08:07:17,4.6
2023-01-01 08:07:18,7.1
2023-01-01 08:07:19,4.3
2023-01-01 08:07:20,7.1
2023-01-01 08:07:21,5.8
2023-01-01 08:07:22,7.0
2023-01-01 08:07:23,5.0
2023-01-01 08:07:24,5.2
2023-01-01 08:07:25,7.2
2023-01-01 08:07:26,7.1
2023-01-01 08:07:27,5.4
2023-01-01 08:07:28,6.3
2023-01-01 08:07:29,7.7
2023-01-01 08:07:30,7.6
2023-01-01 08:07:31,4.7
2023-01-01 08:07:32,7.9
2023-01-01 08:07:33,4.2
2023-01-01 08:07:34,5.8
2023-01-01 08:07:35,4.0
2023-01-01 08:07:36,5.9
2023-01-01 08:07:37,5.1
2023-01-01 08:07:38,6.8
2023-01-01 08:07:39,7.2
2023-01-01 08:07:40,7.8
2023-01-01 08:07:41,6.9
2023-01-01 08:07:42,5.8
2023-01-01 08:07:43,4.5
2023-01-01 08:07:44,6.7
2023-01-01 08:07:45,6.6
2023-01-01 08:07:46,5.8
2023-01-01 08:07:47,5.6
2023-01-01 08:07:48,4.6
2023-01-01 08:07:49,7.2
2023-01-01 08:07:50,6.8
2023-01-01 08:07:51,4.7
2023-01-01 08:07:52,4.7
2023-01-01 08:07:53,7.4
2023-01-01 08:07:54,6.1
2023-01-01 08:07:55,6.1
2023-01-01 08:07:56,6.1
2023-01-01 08:07:57,5.4
2023-01-01 08:07:58,6.5
2023-01-01 08:07:59,4.8
2023-01-01 08:08:00,4.9
2023-01-01 08:08:01,7.5
2023-01-01 08:08:02,6.4
2023-01-01 08:08:03,6.9
2023-01-01 08:08:04,4.2
2023-01-01 08:08:05,5.0
2023-01-01 08:08:06,4.1
2023-01-01 08:08:07,7.8
2023-01-01 08:08:08,5.9
2023-01-01 08:08:09,8.0
2023-01-01 08:08:10,4.4
2023-01-01 08:08:11,7.1
2023-01-01 08:08:12,7.9
2023-01-01 08:08:13,7.2
2023-01-01 08:08:14,6.4
2023-01-01 08:08:15,6.4
2023-01-01 08:08:16,5.2
2023-01-01 08:08:17,6.7
2023-01-01 08:08:18,7.2
2023-01-01 08:08:19,7.7
2023-01-01 08:08:20,7.8
2023-01-01 08:08:21,4.5
2023-01-01 08:08:22,5.9
2023-01-01 08:08:23,4.5
2023-01-01 08:08:24,4.4
2023-01-01 08:08:25,6.7
2023-01-01 08:08:26,7.4
2023-01-01 08:08:27,4.7
2023-01-01 08:08:28,7.3
2023-01-01 08:08:29,5.5
2023-01-01 08:08:30,5.1
2023-01-01 08:08:31,7.1
2023-01-01 08:08:32,6.6
2023-01-01 08:08:33,5.1
2023-01-01 08:08:34,6.6
2023-01-01 08:08:35,4.9
2023-01-01 08:08:36,5.5
2023-01-01 08:08:37,5.3
2023-01-01 08:08:38,5.8
2023-01-01 08:08:39,5.4
2023-01-01 08:08:40,7.0
2023-01-01 08:08:41,6.0
2023-01-01 08:08:42,4.4
2023-01-01 08:08:43,7.3
2023-01-01 08:08:44,7.9
2023-01-01 08:08:45,6.4
2023-01-01 08:08:46,5.8
2023-01-01 08:08:47,4.3
2023-01-01 08:08:48,5.1
2023-01-01 08:08:49,7.5
2023-01-01 08:08:50,7.2
2023-01-01 08:08:51,4.5
2023-01-01 08:08:52,5.3
2023-01-01 08:08:53,4.9
2023-01-01 08:08:54,4.0
2023-01-01 08:08:55,6.7
2023-01-01 08:08:56,6.8
2023-01-01 08:08:57,4.3
2023-01-01 08:08:58,4.3
2023-01-01 08:08:59,6.9
2023-01-01 08:09:00,7.9
2023-01-01 08:09:01,7.3
2023-01-01 08:09:02,6.2
2023-01-01 08:09:03,7.7
2023-01-01 08:09:04,4.3
2023-01-01 08:09:05,4.9
2023-01-01 08:09:06,5.2
2023-01-01 08:09:07,4.1
2023-01-01 08:09:08,4.1
2023-01-01 08:09:09,7.1
2023-01-01 08:09:10,7.2
2023-01-01 08:09:11,7.8
2023-01-01 08:09:12,7.9
2023-01-01 08:09:13,5.7
2023-01-01 08:09:14,4.3
2023-01-01 08:09:15,5.8
2023-01-01 08:09:16,7.6
2023-01-01 08:09:17,6.6
2023-01-01 08:09:18,6.4
2023-01-01 08:09:19,6.0
2023-01-01 08:09:20,4.2
2023-01-01 08:09:21,4.5
2023-01-01 08:09:22,5.7
2023-01-01 08:09:23,7.6
2023-01-01 08:09:24,5.8
2023-01-01 08:09:25,6.9
2023-01-01 08:09:26,6.8
2023-01-01 08:09:27,6.7
2023-01-01 08:09:28,4.2
2023-01-01 08:09:29,6.9
2023-01-01 08:09:30,5.6
2023-01-01 08:09:31,6.9
2023-01-01 08:09:32,7.5
2023-01-01 08:09:33,7.9
2023-01-01 08:09:34,4.8
2023-01-01 08:09:35,6.5
2023-01-01 08:09:36,4.8
2023-01-01 08:09:37,6.4
2023-01-01 08:09:38,5.3
2023-01-01 08:09:39,5.8
2023-01-01 08:09:40,5.8
2023-01-01 08:09:41,6.2
2023-01-01 08:09:42,7.7
2023-01-01 08:09:43,6.7
2023-01-01 08:09:44,5.0
2023-01-01 08:09:45,6.6
2023-01-01 08:09:46,4.8
2023-01-01 08:09:47,5.2
2023-01-01 08:09:48,6.0
2023-01-01 08:09:49,7.1
2023-01-01 08:09:50,5.0
2023-01-01 08:09:51,4.4
2023-01-01 08:09:52,6.1
2023-01-01 08:09:53,6.6
2023-01-01 08:09:54,7.8
2023-01-01 08:09:55,4.8
2023-01-01 08:09:56,7.4
2023-01-01 08:09:57,5.4
2023-01-01 08:09:58,5.7
2023-01-01 08:09:59,6.5
2023-01-01 08:10:00,4.5
2023-01-01 08:10:01,5.7
2023-01-01 08:10:02,5.6
2023-01-01 08:10:03,4.7
2023-01-01 08:10:04,6.8
2023-01-01 08:10:05,7.2
2023-01-01 08:10:06,7.7
2023-01-01 08:10:07,6.5
2023-01-01 08:10:08,5.5
2023-01-01 08:10:09,7.8
2023-01-01 08:10:10,4.2
2023-01-01 08:10:11,6.1
2023-01-01 08:10:12,6.0
2023-01-01 08:10:13,6.3
2023-01-01 08:10:14,7.3
2023-01-01 08:10:15,7.8
2023-01-01 08:10:16,6.6
2023-01-01 08:10:17,5.6
2023-01-01 08:10:18,5.2
2023-01-01 08:10:19,7.0
2023-01-01 08:10:20,4.3
2023-01-01 08:10:21,5.1
2023-01-01 08:10:22,7.8
2023-01-01 08:10:23,4.3
2023-01-01 08:10:24,4.1
2023-01-01 08:10:25,5.2
2023-01-01 08:10:26,5.8
2023-01-01 08:10:27,4.4
2023-01-01 08:10:28,7.2
2023-01-01 08:10:29,6.7
2023-01-01 08:10:30,7.0
2023-01-01 08:10:31,6.7
2023-01-01 08:10:32,7.0
2023-01-01 08:10:33,6.9
2023-01-01 08:10:34,7.3
2023-01-01 08:10:35,7.1
2023-01-01 08:10:36,5.1
2023-01-01 08:10:37,5.1
2023-01-01 08:10:38,6.6
2023-01-01 08:10:39,5.6
2023-01-01 08:10:40,6.0
2023-01-01 08:10:41,5.8
2023-01-01 08:10:42,7.0
2023-01-01 08:10:43,5.4
2023-01-01 08:10:44,7.7
2023-01-01 08:10:45,4.2
2023-01-01 08:10:46,7.2
2023-01-01 08:10:47,4.0
2023-01-01 08:10:48,6.4
2023-01-01 08:10:49,4.2
2023-01-01 08:10:50,7.8
2023-01-01 08:10:51,4.4
2023-01-01 08:10:52,6.4
2023-01-01 08:10:53,7.3
2023-01-01 08:10:54,5.7
2023-01-01 08:10:55,6.0
2023-01-01 08:10:56,5.2
2023-01-01 08:10:57,5.6
2023-01-01 08:10:58,4.5
2023-01-01 08:10:59,5.9
2023-01-01 08:11:00,5.5
2023-01-01 08:11:01,4.3
2023-01-01 08:11:02,4.7
2023-01-01 08:11:03,6.5
2023-01-01 08:11:04,7.5
2023-01-01 08:11:05,7.5
2023-01-01 08:11:06,5.4
2023-01-01 08:11:07,4.4
2023-01-01 08:11:08,7.5
2023-01-01 08:11:09,4.1
2023-01-01 08:11:10,5.0
2023-01-01 08:11:11,4.4
2023-01-01 08:11:12,7.0
2023-01-01 08:11:13,7.9
2023-01-01 08:11:14,6.0
2023-01-01 08:11:15,4.2
2023-01-01 08:11:16,7.5
2023-01-01 08:11:17,5.4
2023-01-01 08:11:18,5.7
2023-01-01 08:11:19,6.6
2023-01-01 08:11:20,5.8
2023-01-01 08:11:21,6.3
2023-01-01 08:11:22,5.3
2023-01-01 08:11:23,4.1
2023-01-01 08:11:24,6.5
2023-01-01 08:11:25,4.6
2023-01-01 08:11:26,7.5
2023-01-01 08:11:27,6.8
2023-01-01 08:11:28,4.4
2023-01-01 08:11:29,6.1
2023-01-01 08:11:30,6.4
2023-01-01 08:11:31,4.1
2023-01-01 08:11:32,4.1
2023-01-01 08:11:33,5.6
2023-01-01 08:11:34,4.6
2023-01-01 08:11:35,4.3
2023-01-01 08:11:36,5.6
2023-01-01 08:11:37,4.7
2023-01-01 08:11:38,5.6
2023-01-01 08:11:39,5.0
2023-01-01 08:11:40,5.2
2023-01-01 08:11:41,7.1
2023-01-01 08:11:42,6.0
2023-01-01 08:11:43,7.2
2023-01-01 08:11:44,7.7
2023-01-01 08:11:45,6.5
2023-01-01 08:11:46,5.3
2023-01-01 08:11:47,4.4
2023-01-01 08:11:48,4.7
2023-01-01 08:11:49,7.6
2023-01-01 08:11:50,4.8
2023-01-01 08:11:51,6.7
2023-01-01 08:11:52,5.7
2023-01-01 08:11:53,5.8
2023-01-01 08:11:54,7.7
2023-01-01 08:11:55,6.5
2023-01-01 08:11:56,4.7
2023-01-01 08:11:57,4.8
2023-01-01 08:11:58,4.5
2023-01-01 08:11:59,7.3
2023-01-01 08:12:00,7.7
2023-01-01 08:12:01,5.9
2023-01-01 08:12:02,4.1
2023-01-01 08:12:03,6.2
2023-01-01 08:12:04,5.9
2023-01-01 08:12:05,7.0
2023-01-01 08:12:06,8.0
2023-01-01 08:12:07,5.6
2023-01-01 08:12:08,5.5
2023-01-01 08:12:09,7.7
2023-01-01 08:12:10,6.4
2023-01-01 08:12:11,7.6
2023-01-01 08:12:12,6.1
2023-01-01 08:12:13,5.0
2023-01-01 08:12:14,5.1
2023-01-01 08:12:15,4.4
2023-01-01 08:12:16,4.1
2023-01-01 08:12:17,4.2
2023-01-01 08:12:18,7.0
2023-01-01 08:12:19,7.1
2023-01-01 08:12:20,6.6
2023-01-01 08:12:21,7.2
2023-01-01 08:12:22,6.6
2023-01-01 08:12:23,4.3
2023-01-01 08:12:24,4.2
2023-01-01 08:12:25,4.7
2023-01-01 08:12:26,7.8
2023-01-01 08:12:27,6.0
2023-01-01 08:12:28,5.0
2023-01-01 08:12:29,6.6
2023-01-01 08:12:30,6.7
2023-01-01 08:12:31,5.4
2023-01-01 08:12:32,4.7
2023-01-01 08:12:33,7.9
2023-01-01 08:12:34,6.7
2023-01-01 08:12:35,4.4
2023-01-01 08:12:36,5.7
2023-01-01 08:12:37,6.1
2023-01-01 08:12:38,6.9
2023-01-01 08:12:39,7.6
2023-01-01 08:12:40,6.4
2023-01-01 08:12:41,7.9
2023-01-01 08:12:42,6.8
2023-01-01 08:12:43,7.3
2023-01-01 08:12:44,4.0
2023-01-01 08:12:45,5.1
2023-01-01 08:12:46,5.7
2023-01-01 08:12:47,6.5
2023-01-01 08:12:48,5.7
2023-01-01 08:12:49,6.0
2023-01-01 08:12:50,7.3
2023-01-01 08:12:51,5.5
2023-01-01 08:12:52,7.1
2023-01-01 08:12:53,7.1
2023-01-01 08:12:54,7.1
2023-01-01 08:12:55,7.7
2023-01-01 08:12:56,5.5
2023-01-01 08:12:57,7.6
2023-01-01 08:12:58,7.5
2023-01-01 08:12:59,6.1
2023-01-01 08:13:00,7.2
2023-01-01 08:13:01,4.2
2023-01-01 08:13:02,7.1
2023-01-01 08:13:03,7.6
2023-01-01 08:13:04,6.6
2023-01-01 08:13:05,5.1
2023-01-01 08:13:06,6.5
2023-01-01 08:13:07,5.5
2023-01-01 08:13:08,4.9
2023-01-01 08:13:09,6.6
2023-01-01 08:13:10,5.3
2023-01-01 08:13:11,4.3
2023-01-01 08:13:12,7.4
2023-01-01 08:13:13,5.1
2023-01-01 08:13:14,6.4
2023-01-01 08:13:15,4.9
2023-01-01 08:13:16,7.1
2023-01-01 08:13:17,6.7
2023-01-01 08:13:18,5.7
2023-01-01 08:13:19,8.0
2023-01-01 08:13:20,7.6
2023-01-01 08:13:21,5.6
2023-01-01 08:13:22,5.8
2023-01-01 08:13:23,6.4
2023-01-01 08:13:24,5.8
2023-01-01 08:13:25,4.1
2023-01-01 08:13:26,5.3
2023-01-01 08:13:27,5.1
2023-01-01 08:13:28,5.1
2023-01-01 08:13:29,5.7
2023-01-01 08:13:30,5.1
2023-01-01 08:13:31,4.7
2023-01-01 08:13:32,6.2
2023-01-01 08:13:33,7.3
2023-01-01 08:13:34,5.1
2023-01-01 08:13:35,5.9
2023-01-01 08:13:36,7.1
2023-01-01 08:13:37,7.9
2023-01-01 08:13:38,5.3
2023-01-01 08:13:39,5.9
2023-01-01 08:13:40,4.3
